Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9
120902,JUNÍN,CHUPACA,AHUAC,6745,"9,5","30,4",15,1433
120903,JUNÍN,CHUPACA,CHONGOS BAJO,4774,"14,9","36,2",14,1234
120904,JUNÍN,CHUPACA,HUÁCHAC,3030,"14,1","35,2",14,1262
120905,JUNÍN,CHUPACA,HUAMANCACA CHICO,10839,"14,9","36,2",14,1235
120906,JUNÍN,CHUPACA,SAN JUAN DE ISCOS,2314,"19,4","38,4",12,1136
120907,JUNÍN,CHUPACA,SAN JUAN DE JARPA,2598,"14,1","35,2",14,1263
120908,JUNÍN,CHUPACA,TRES DE DICIEMBRE,3114,"6,3","31,2",15,1481
120909,JUNÍN,CHUPACA,YANACANCHA,2652,"19,4","38,4",12,1137
130101,LA LIBERTAD,TRUJILLO,TRUJILLO,344374,4,6,22,1810
130103,LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,38334,"14,2","27,6",15,1404
130104,LA LIBERTAD,TRUJILLO,HUANCHACO,87192,15,"22,8",15,1475
130105,LA LIBERTAD,TRUJILLO,LA ESPERANZA,224427,"15,9","22,6",15,1457
130106,LA LIBERTAD,TRUJILLO,LAREDO,43024,"11,7","22,6",16,1525
130107,LA LIBERTAD,TRUJILLO,MOCHE,42798,"9,1","17,4",17,1647
130108,LA LIBERTAD,TRUJILLO,POROTO,3924,"22,7","41,5",11,1000
130109,LA LIBERTAD,TRUJILLO,SALAVERRY,22717,"13,2","24,2",15,1485
130110,LA LIBERTAD,TRUJILLO,SIMBAL,4515,"24,4","39,3",11,1018
130111,LA LIBERTAD,TRUJILLO,VÍCTOR LARCO HERRERA,78304,"3,8","8,4",22,1794
130201,LA LIBERTAD,ASCOPE,ASCOPE,6855,"19,7",32,14,1221
130203,LA LIBERTAD,ASCOPE,CHOCOPE,9807,"9,8","20,4",16,1581
130204,LA LIBERTAD,ASCOPE,MAGDALENA DE CAO,2669,"11,3","25,5",15,1497
130205,LA LIBERTAD,ASCOPE,PAIJÁN,28894,"26,2","38,1",11,1001
130206,LA LIBERTAD,ASCOPE,RÁZURI,9415,"17,6","34,4",14,1214
130207,LA LIBERTAD,ASCOPE,SANTIAGO DE CAO,19973,"17,3","28,8",14,1336
130208,LA LIBERTAD,ASCOPE,CASA GRANDE,29802,"8,3","16,7",18,1668
130301,LA LIBERTAD,BOLÍVAR,BOLÍVAR,5031,"39,7","56,3",8,424
130302,LA LIBERTAD,BOLÍVAR,BAMBAMARCA,3159,56,"73,6",4,68
130303,LA LIBERTAD,BOLÍVAR,CONDORMARCA,2143,"56,6","75,2",4,58
130304,LA LIBERTAD,BOLÍVAR,LONGOTEA,2350,"29,6","46,3",10,806
130305,LA LIBERTAD,BOLÍVAR,UCHUMARCA,2396,"43,9","61,8",6,268
130306,LA LIBERTAD,BOLÍVAR,UCUNCHA,903,"30,2","54,7",9,623
130401,LA LIBERTAD,CHEPÉN,CHEPÉN,48917,"17,1","26,4",14,1386
130402,LA LIBERTAD,CHEPÉN,PACANGA,24727,25,"39,9",11,992
130403,LA LIBERTAD,CHEPÉN,PUEBLO NUEVO,12767,28,"43,2",10,889
130501,LA LIBERTAD,JULCÁN,JULCÁN,12762,"34,8","54,1",8,560
130502,LA LIBERTAD,JULCÁN,CALAMARCA,5070,"42,2","60,8",7,320
130503,LA LIBERTAD,JULCÁN,CARABAMBA,6916,51,"68,4",5,121
130504,LA LIBERTAD,JULCÁN,HUASO,6239,49,"69,2",5,133
130601,LA LIBERTAD,OTUZCO,OTUZCO,26830,"28,1","41,5",11,917
130602,LA LIBERTAD,OTUZCO,AGALLPAMPA,10403,"32,8",57,8,539
130604,LA LIBERTAD,OTUZCO,CHARAT,2574,"31,4","52,8",9,643
130605,LA LIBERTAD,OTUZCO,HUARANCHAL,4122,"41,4","62,1",7,306
130606,LA LIBERTAD,OTUZCO,LA CUESTA,662,"45,1","68,1",6,168
130608,LA LIBERTAD,OTUZCO,MACHE,2869,39,"60,3",7,373
130610,LA LIBERTAD,OTUZCO,PARANDAY,542,"46,2",73,5,122
130611,LA LIBERTAD,OTUZCO,SALPO,6543,"37,6","56,5",8,456
130613,LA LIBERTAD,OTUZCO,SINSICAP,7543,"54,4","76,3",4,64
130614,LA LIBERTAD,OTUZCO,USQUIL,23003,"48,8","62,8",6,183
130701,LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,19368,"15,5","26,6",15,1400
130702,LA LIBERTAD,PACASMAYO,GUADALUPE,44119,"24,4","36,5",12,1063
130703,LA LIBERTAD,PACASMAYO,JEQUETEPEQUE,4604,"30,9","48,7",9,728
130704,LA LIBERTAD,PACASMAYO,PACASMAYO,32161,6,"17,1",18,1692
130705,LA LIBERTAD,PACASMAYO,SAN JOSÉ,12718,"24,7","42,7",11,946
130801,LA LIBERTAD,PATAZ,TAYABAMBA,13862,"28,2","47,5",10,809
130802,LA LIBERTAD,PATAZ,BULDIBUYO,4229,"41,4","59,5",7,349
130803,LA LIBERTAD,PATAZ,CHILLIA,13046,"61,7","77,7",3,31
130804,LA LIBERTAD,PATAZ,HUANCASPATA,6142,"48,2","66,8",6,153
130805,LA LIBERTAD,PATAZ,HUAYLILLAS,1116,"42,7","61,7",7,291
130806,LA LIBERTAD,PATAZ,HUAYO,3762,"61,6","77,5",3,32
130807,LA LIBERTAD,PATAZ,ONGÓN,1360,48,"70,1",5,134
130808,LA LIBERTAD,PATAZ,PARCOY,21147,"23,5","41,6",11,988
130809,LA LIBERTAD,PATAZ,PATAZ,10782,"27,1","43,9",10,892
130810,LA LIBERTAD,PATAZ,PIAS,1902,"25,4","45,6",10,895
130811,LA LIBERTAD,PATAZ,SANTIAGO DE CHALLAS,2290,"45,9","66,1",6,174
130812,LA LIBERTAD,PATAZ,TAURIJA,3032,"43,4","64,9",6,222
130813,LA LIBERTAD,PATAZ,URPAY,2422,"41,7","63,7",6,272
130901,LA LIBERTAD,SÁNCHEZ CARRIÓN,HUAMACHUCO,79944,"27,3","41,6",11,934
130902,LA LIBERTAD,SÁNCHEZ CARRIÓN,CHUGAY,19344,"55,8","78,5",4,50
130903,LA LIBERTAD,SÁNCHEZ CARRIÓN,COCHORCO,10054,"35,3","58,3",8,469
130904,LA LIBERTAD,SÁNCHEZ CARRIÓN,CURGOS,8795,"38,4","61,8",7,358
130905,LA LIBERTAD,SÁNCHEZ CARRIÓN,MARCABAL,11381,"54,8","76,2",4,61
130906,LA LIBERTAD,SÁNCHEZ CARRIÓN,SANAGORAN,14881,"52,3",76,4,77
130907,LA LIBERTAD,SÁNCHEZ CARRIÓN,SARÍN,9904,"51,4","74,8",4,90
130908,LA LIBERTAD,SÁNCHEZ CARRIÓN,SARTIMBAMBA,14367,"56,6","71,6",4,78
131001,LA LIBERTAD,SANTIAGO DE CHUCO,SANTIAGO DE CHUCO,20368,"37,1","54,8",8,497
131002,LA LIBERTAD,SANTIAGO DE CHUCO,ANGASMARCA,4995,"40,4","59,1",7,368
131003,LA LIBERTAD,SANTIAGO DE CHUCO,CACHICADAN,5789,"35,7","54,5",8,530
131004,LA LIBERTAD,SANTIAGO DE CHUCO,MOLLEBAMBA,1846,"37,9","62,3",7,359
131005,LA LIBERTAD,SANTIAGO DE CHUCO,MOLLEPATA,2441,"30,3","55,5",9,611
131006,LA LIBERTAD,SANTIAGO DE CHUCO,QUIRUVILCA,13703,"32,8","50,1",9,659
131007,LA LIBERTAD,SANTIAGO DE CHUCO,SANTA CRUZ DE CHUCA,3049,"32,9","59,3",8,491
131008,LA LIBERTAD,SANTIAGO DE CHUCO,SITABAMBA,3677,"52,8","72,5",4,93
131101,LA LIBERTAD,GRAN CHIMÚ,CASCAS,14344,"27,9","42,6",10,899
131102,LA LIBERTAD,GRAN CHIMÚ,LUCMA,4866,"40,7","62,6",7,312
131103,LA LIBERTAD,GRAN CHIMÚ,MARMOT,2566,"38,9","58,7",7,396
131104,LA LIBERTAD,GRAN CHIMÚ,SAYAPULLO,6514,"45,2","68,3",6,167
131201,LA LIBERTAD,VIRÚ,VIRÚ,58418,"22,7","38,4",12,1057
131202,LA LIBERTAD,VIRÚ,CHAO,39125,"27,4","42,1",11,919
131203,LA LIBERTAD,VIRÚ,GUADALUPITO,7663,"36,7","53,9",8,521
140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,288360,6,9,20,1768
140102,LAMBAYEQUE,CHICLAYO,CHONGOYAPE,19629,15,"21,6",15,1502
140103,LAMBAYEQUE,CHICLAYO,ETÉN,13118,15,"21,6",15,1503
140104,LAMBAYEQUE,CHICLAYO,ETÉN PUERTO,2439,"4,3","13,3",19,1750
140105,LAMBAYEQUE,CHICLAYO,JOSÉ LEONARDO ORTIZ,165355,"10,7","16,3",17,1639
140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,99183,"8,7","13,4",19,1706
140107,LAMBAYEQUE,CHICLAYO,LAGUNAS,10829,"12,7","26,8",15,1441
140108,LAMBAYEQUE,CHICLAYO,MONSEFU,35323,"11,5","20,6",16,1560
140109,LAMBAYEQUE,CHICLAYO,NUEVA ARICA,2538,"9,4","15,6",18,1664
140110,LAMBAYEQUE,CHICLAYO,OYOTÚN,8359,15,"21,6",15,1504
140111,LAMBAYEQUE,CHICLAYO,PICSI,14726,15,"21,6",15,1505
140112,LAMBAYEQUE,CHICLAYO,PIMENTEL,52505,"7,6","13,9",19,1711
140113,LAMBAYEQUE,CHICLAYO,REQUE,17794,"9,4","15,6",18,1665
140114,LAMBAYEQUE,CHICLAYO,SANTA ROSA,13856,"12,6",26,15,1453
140115,LAMBAYEQUE,CHICLAYO,SAÑA,12497,"8,8","19,2",17,1625
140116,LAMBAYEQUE,CHICLAYO,CAYALTÍ,15365,"10,7","22,9",16,1538
140117,LAMBAYEQUE,CHICLAYO,PATAPO,25022,"11,6","25,9",15,1484
140118,LAMBAYEQUE,CHICLAYO,POMALCA,27016,"10,4","17,3",17,1630
140119,LAMBAYEQUE,CHICLAYO,PUCALA,9022,"9,4","15,6",18,1666
140120,LAMBAYEQUE,CHICLAYO,TUMÁN,29773,"9,4","15,6",18,1667
140201,LAMBAYEQUE,FERREÑAFE,FERREÑAFE,37715,"11,4","19,7",16,1572
140202,LAMBAYEQUE,FERREÑAFE,CAÑARIS,12251,"50,1",75,4,94
140203,LAMBAYEQUE,FERREÑAFE,INCAHUASI,15112,"41,6","64,8",6,253
140204,LAMBAYEQUE,FERREÑAFE,MANUEL ANTONIO MESON,4179,"8,6","24,2",16,1549
140205,LAMBAYEQUE,FERREÑAFE,PITIPO,21977,"13,2","28,5",15,1407
140206,LAMBAYEQUE,FERREÑAFE,PUEBLO NUEVO,16007,"16,2",29,14,1364
140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,79845,"10,9","17,3",17,1623
140302,LAMBAYEQUE,LAMBAYEQUE,CHOCHOPE,1571,"15,9","35,8",14,1220
140304,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,20042,"15,8","29,6",14,1357
140306,LAMBAYEQUE,LAMBAYEQUE,MORROPE,56131,"18,1","41,5",12,1093
140307,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,33952,"19,3","32,7",14,1215
140308,LAMBAYEQUE,LAMBAYEQUE,OLMOS,55691,24,"34,7",12,1112
140309,LAMBAYEQUE,LAMBAYEQUE,PACORA,8829,"17,4","33,9",14,1231
140310,LAMBAYEQUE,LAMBAYEQUE,SALAS,13577,36,"53,1",8,554
140311,LAMBAYEQUE,LAMBAYEQUE,SAN JOSÉ,17754,"19,4","34,9",12,1184
140312,LAMBAYEQUE,LAMBAYEQUE,TÚCUME,24221,"19,9","38,2",12,1125
150101,LIMA,LIMA,LIMA,267379,"6,4","9,5",20,1761
150102,LIMA,LIMA,ANCÓN,82677,13,"25,5",15,1456
150103,LIMA,LIMA,ATE,670818,"14,1","20,3",16,1523
150104,LIMA,LIMA,BARRANCO,35915,"1,6","4,7",23,1837
150105,LIMA,LIMA,BREÑA,93111,"2,6","5,4",23,1822
150106,LIMA,LIMA,CARABAYLLO,400414,15,"23,4",15,1459
150107,LIMA,LIMA,CHACLACAYO,44157,"6,2","13,3",19,1735
150108,LIMA,LIMA,CHORRILLOS,355978,"8,9","14,3",18,1691
150109,LIMA,LIMA,CIENEGUILLA,39055,"11,8","23,3",16,1518
150110,LIMA,LIMA,COMAS,573884,"12,9","19,2",16,1561
150111,LIMA,LIMA,EL AGUSTINO,221974,"11,8","21,6",16,1542
150112,LIMA,LIMA,INDEPENDENCIA,222850,"15,2",26,15,1413
150113,LIMA,LIMA,JESÚS MARÍA,81743,"0,3","0,8",26,1870
150114,LIMA,LIMA,LA MOLINA,160244,"0,7","1,6",25,1864
150115,LIMA,LIMA,LA VICTORIA,188619,"8,9","13,2",19,1705
150116,LIMA,LIMA,LINCE,59578,"0,8","2,1",24,1860
150117,LIMA,LIMA,LOS OLIVOS,351983,"6,3","9,5",20,1762
150118,LIMA,LIMA,LURIGANCHO,283231,"14,1","22,3",15,1507
150119,LIMA,LIMA,LURÍN,109506,"14,4","22,2",15,1506
150120,LIMA,LIMA,MAGDALENA DEL MAR,65139,"0,3","1,2",26,1866
150121,LIMA,LIMA,PUEBLO LIBRE,94010,"0,4","1,2",26,1867
150122,LIMA,LIMA,MIRAFLORES,108855,0,"0,2",28,1873
150123,LIMA,LIMA,PACHACÁMAC,142133,"13,3","26,7",15,1432
150125,LIMA,LIMA,PUENTE PIEDRA,395819,"17,4",28,14,1358
150126,LIMA,LIMA,PUNTA HERMOSA,22230,"13,3",25,15,1458
150127,LIMA,LIMA,PUNTA NEGRA,8243,"8,7","19,9",16,1619
150128,LIMA,LIMA,RÍMAC,180260,"9,1","13,7",19,1697
150129,LIMA,LIMA,SAN BARTOLO,8722,"8,3","18,4",17,1646
150130,LIMA,LIMA,SAN BORJA,127102,"0,2","0,7",26,1871
150131,LIMA,LIMA,SAN ISIDRO,67703,0,"0,1",28,1874
150132,LIMA,LIMA,SAN JUAN DE LURIGANCHO,1177629,"15,4",20,16,1515
150133,LIMA,LIMA,SAN JUAN DE MIRAFLORES,412865,12,"18,4",16,1577
150134,LIMA,LIMA,SAN LUIS,55793,"3,1","7,9",22,1801
150135,LIMA,LIMA,SAN MARTÍN DE PORRES,744050,"8,6","12,1",19,1725
150136,LIMA,LIMA,SAN MIGUEL,173309,1,"2,1",24,1858
150137,LIMA,LIMA,SANTA ANITA,221776,"6,5","12,8",19,1738
150138,LIMA,LIMA,SANTA MARÍA DEL MAR,1142,"2,2",12,20,1774
150139,LIMA,LIMA,SANTA ROSA,37940,"15,1","28,9",14,1379
150140,LIMA,LIMA,SANTIAGO DE SURCO,408086,"0,8","1,6",25,1863
150141,LIMA,LIMA,SURQUILLO,100339,"1,6","3,9",23,1847
150142,LIMA,LIMA,VILLA EL SALVADOR,423887,"16,6","23,7",15,1421
150143,LIMA,LIMA,VILLA MARÍA DEL TRIUNFO,437992,"13,7",20,16,1540
150201,LIMA,BARRANCA,BARRANCA,72221,"7,4","13,6",19,1722
150202,LIMA,BARRANCA,PARAMONGA,21938,"4,2",15,19,1739
150203,LIMA,BARRANCA,PATIVILCA,17941,"8,7","17,7",17,1649
150204,LIMA,BARRANCA,SUPE,25470,13,"23,5",15,1501
150205,LIMA,BARRANCA,SUPE PUERTO,13525,"8,7","17,7",17,1650
150301,LIMA,CAJATAMBO,CAJATAMBO,1956,"21,4","39,3",12,1070
150302,LIMA,CAJATAMBO,COPA,847,"27,6","46,7",10,829
150303,LIMA,CAJATAMBO,GORGOR,1612,"27,6","46,7",10,830
150304,LIMA,CAJATAMBO,HUANCAPÓN,945,"21,4","39,3",12,1071
150305,LIMA,CAJATAMBO,MANAS,972,"10,9","29,3",15,1424
150401,LIMA,CANTA,CANTA,2247,"1,1",20,19,1719
150402,LIMA,CANTA,ARAHUAY,591,"12,9",29,15,1405
150403,LIMA,CANTA,HUAMANTANGA,637,"6,9","26,1",16,1546
150404,LIMA,CANTA,HUAROS,761,16,"30,1",14,1339
150405,LIMA,CANTA,LACHAQUI,880,"12,9",29,15,1406
150406,LIMA,CANTA,SAN BUENAVENTURA,595,16,"30,1",14,1340
150407,LIMA,CANTA,SANTA ROSA DE QUIVES,5882,"5,1","16,5",19,1709
150501,LIMA,CAÑETE,SAN VICENTE DE CAÑETE,59323,"7,5","14,7",19,1703
150502,LIMA,CAÑETE,ASIA,10686,"7,5","14,7",19,1704
150503,LIMA,CAÑETE,CALANGO,2409,"2,6","13,7",20,1759
150504,LIMA,CAÑETE,CERRO AZUL,8637,"11,9","18,4",16,1578
150505,LIMA,CAÑETE,CHILCA,23568,"11,9","18,4",16,1579
150506,LIMA,CAÑETE,COAYLLO,1039,"7,9","18,4",17,1651
150507,LIMA,CAÑETE,IMPERIAL,38559,"11,9","18,4",16,1580
150508,LIMA,CAÑETE,LUNAHUANA,4082,6,"15,1",19,1720
150509,LIMA,CAÑETE,MALA,33688,"6,4","14,3",19,1724
150511,LIMA,CAÑETE,PACARÁN,1684,"9,3",25,16,1524
150512,LIMA,CAÑETE,QUILMANA,16225,"11,1","21,9",16,1547
150513,LIMA,CAÑETE,SAN ANTONIO,4616,6,"15,1",19,1721
150514,LIMA,CAÑETE,SAN LUIS,13163,"13,3","27,4",15,1420
150515,LIMA,CAÑETE,SANTA CRUZ DE FLORES,3186,0,"6,6",23,1835
150516,LIMA,CAÑETE,ZUÑIGA,1339,"7,9","18,4",17,1652
150601,LIMA,HUARAL,HUARAL,105011,"7,4",13,19,1727
150602,LIMA,HUARAL,ATAVILLOS ALTO,657,"12,3","25,5",15,1476
150603,LIMA,HUARAL,ATAVILLOS BAJO,835,"4,6","15,8",19,1729
150604,LIMA,HUARAL,AUCALLAMA,21121,"6,6","15,8",19,1702
150605,LIMA,HUARAL,CHANCAY,60774,"11,1","19,7",16,1574
150606,LIMA,HUARAL,IHUARI,2015,"15,9","34,9",14,1241
150607,LIMA,HUARAL,LAMPIÁN,313,"4,6","15,8",19,1730
150608,LIMA,HUARAL,PACARAOS,1184,"12,6","31,8",14,1371
150609,LIMA,HUARAL,SAN MIGUEL DE ACOS,636,"8,2",21,16,1601
150610,LIMA,HUARAL,SANTA CRUZ DE ANDAMAR,769,"12,3","25,5",15,1477
150611,LIMA,HUARAL,SUMBILCA,671,"12,3","25,5",15,1478
150612,LIMA,HUARAL,VEINTISIETE DE NOVIEMBR,389,"8,2",21,16,1602
150701,LIMA,HUAROCHIRI,MATUCANA,4014,"10,8","27,2",15,1463
150702,LIMA,HUAROCHIRI,ANTIOQUIA,1232,0,"19,7",19,1737
150703,LIMA,HUAROCHIRI,CALLAHUANCA,666,6,"15,2",19,1716
150704,LIMA,HUAROCHIRI,CARAMPOMA,312,"7,9","20,8",16,1611
150705,LIMA,HUAROCHIRI,CHICLA,3222,"14,7","34,5",14,1265
150706,LIMA,HUAROCHIRI,CUENCA,466,"22,6","37,5",12,1084
150707,LIMA,HUAROCHIRI,HUACHUPAMPA,509,"7,9","20,8",16,1612
150708,LIMA,HUAROCHIRI,HUANZA,736,"13,9",24,15,1465
150709,LIMA,HUAROCHIRI,HUAROCHIRÍ,1256,"13,9",24,15,1466
150710,LIMA,HUAROCHIRI,LAHUAYTAMBO,593,"15,8","29,9",14,1347
150711,LIMA,HUAROCHIRI,LANGA,847,"22,6","37,5",12,1085
150712,LIMA,HUAROCHIRI,LARAOS,573,"13,9",24,15,1467
150713,LIMA,HUAROCHIRI,MARÍATANA,1411,"22,6","37,5",12,1086
150714,LIMA,HUAROCHIRI,RICARDO PALMA,6631,2,"8,7",22,1803
150715,LIMA,HUAROCHIRI,SAN ANDRÉS DE TUPICOCH,1321,26,"51,9",10,762
150716,LIMA,HUAROCHIRI,SAN ANTONIO,5948,"13,9",24,15,1468
150717,LIMA,HUAROCHIRI,SAN BARTOLOMÉ,1080,6,"15,2",19,1717
150718,LIMA,HUAROCHIRI,SAN DAMIAN,1132,"17,1","38,3",12,1170
150719,LIMA,HUAROCHIRI,SAN JUAN DE IRIS,635,"15,8","29,9",14,1348
150720,LIMA,HUAROCHIRI,SAN JUAN DE TANTARANC,346,"22,6","37,5",12,1087
150721,LIMA,HUAROCHIRI,SAN LORENZO DE QUINTI,1128,"13,9",24,15,1469
150722,LIMA,HUAROCHIRI,SAN MATEO,3918,"7,3","17,3",18,1677
150723,LIMA,HUAROCHIRI,SAN MATEO DE OTAO,1343,"13,9",24,15,1470
150724,LIMA,HUAROCHIRI,SAN PEDRO DE CASTA,893,"2,4","16,4",19,1741
150725,LIMA,HUAROCHIRI,SAN PEDRO DE HUANCAYR,200,"13,9",24,15,1471
150726,LIMA,HUAROCHIRI,SANGALLAYA,636,"15,8","29,9",14,1349
150727,LIMA,HUAROCHIRI,SANTA CRUZ DE COCACHA,2642,"1,4","8,6",22,1809
150728,LIMA,HUAROCHIRI,SANTA EULALIA,13305,"7,3","17,3",18,1678
150729,LIMA,HUAROCHIRI,SANTIAGO DE ANCHUCAYA,287,"7,9","20,8",16,1613
150730,LIMA,HUAROCHIRI,SANTIAGO DE TUNA,384,"13,9",24,15,1472
150731,LIMA,HUAROCHIRI,SANTO DOMINGO DE LOS O,3336,"13,9",24,15,1473
150732,LIMA,HUAROCHIRI,SURCO,1379,"13,9",24,15,1474
150801,LIMA,HUAURA,HUACHO,68599,"4,5","9,5",21,1777
150802,LIMA,HUAURA,AMBAR,2062,"23,6","53,4",10,779
150803,LIMA,HUAURA,CALETA DE CARQUÍN,8491,"8,8","16,1",18,1669
150804,LIMA,HUAURA,CHECRAS,852,"16,7","33,5",14,1247
150805,LIMA,HUAURA,HUALMAY,28388,"8,8","16,1",18,1670
150806,LIMA,HUAURA,HUAURA,36259,10,"19,9",16,1594
150807,LIMA,HUAURA,LEONCIO PRADO,1932,"14,7","30,1",14,1365
150808,LIMA,HUAURA,PACCHO,1502,"16,7","33,5",14,1248
150809,LIMA,HUAURA,SANTA LEONOR,768,"14,7","30,1",14,1366
150810,LIMA,HUAURA,SANTA MARÍA,39330,"10,5","19,3",16,1595
150811,LIMA,HUAURA,SAYAN,24378,"12,2","24,5",15,1498
150812,LIMA,HUAURA,VEGUETA,28156,"13,3","24,5",15,1479
150901,LIMA,OYÓN,OYÓN,11903,"14,8","29,3",14,1374
150902,LIMA,OYÓN,ANDAJES,491,"10,4","24,2",16,1521
150903,LIMA,OYÓN,CAUJUL,524,"12,9","29,2",15,1401
150904,LIMA,OYÓN,COCHAMARCA,1027,"36,8","66,2",7,319
150905,LIMA,OYÓN,NAVAN,825,"12,9","29,2",15,1402
151001,LIMA,YAUYOS,YAUYOS,1276,"16,1","34,8",14,1238
151002,LIMA,YAUYOS,ALIS,1477,"9,9","20,3",16,1582
151003,LIMA,YAUYOS,AYAUCA,1070,"16,9","31,8",14,1283
151004,LIMA,YAUYOS,AYAVIRI,518,"11,9","25,4",15,1490
151005,LIMA,YAUYOS,AZANGARO,411,"25,9","48,3",10,832
151006,LIMA,YAUYOS,CACRA,522,"22,7","44,7",11,951
151007,LIMA,YAUYOS,CARANIA,153,"20,6","36,7",12,1139
151008,LIMA,YAUYOS,CATAHUASI,1072,"8,5","24,2",16,1550
151009,LIMA,YAUYOS,CHOCOS,770,"25,9","48,3",10,833
151010,LIMA,YAUYOS,COCHAS,213,"8,5","24,2",16,1551
151011,LIMA,YAUYOS,COLONIA,1088,"16,9","31,8",14,1284
151012,LIMA,YAUYOS,HONGOS,319,"20,6","36,7",12,1140
151013,LIMA,YAUYOS,HUAMPARA,137,0,"15,4",20,1775
151014,LIMA,YAUYOS,HUANCAYA,521,5,"18,9",18,1681
151015,LIMA,YAUYOS,HUANGASCAR,648,"20,6","36,7",12,1141
151016,LIMA,YAUYOS,HUANTAN,943,"20,6","36,7",12,1142
151017,LIMA,YAUYOS,HUAÑEC,441,"11,9","25,4",15,1491
151018,LIMA,YAUYOS,LARAOS,522,"9,8","26,4",15,1508
151019,LIMA,YAUYOS,LINCHA,416,"35,5","67,9",7,308
151020,LIMA,YAUYOS,MADEAN,536,"25,9","48,3",10,834
151021,LIMA,YAUYOS,MIRAFLORES,212,"9,8","26,4",15,1509
151022,LIMA,YAUYOS,OMAS,617,"9,9","20,3",16,1583
151023,LIMA,YAUYOS,PUTINZA,517,"16,9","31,8",14,1285
151024,LIMA,YAUYOS,QUINCHES,562,"24,6","44,6",11,925
151025,LIMA,YAUYOS,QUINOCAY,415,"9,9","20,3",16,1584
151026,LIMA,YAUYOS,SAN JOAQUÍN,156,0,"13,4",22,1796
151027,LIMA,YAUYOS,SAN PEDRO DE PILAS,268,"9,9","20,3",16,1585
151028,LIMA,YAUYOS,TANTA,503,"11,9","25,4",15,1492
151029,LIMA,YAUYOS,TAURIPAMPA,490,5,"18,9",18,1682
151030,LIMA,YAUYOS,TOMAS,484,"24,6","44,6",11,926
151031,LIMA,YAUYOS,TUPE,490,"22,7","44,7",11,952
151032,LIMA,YAUYOS,VIÑAC,1624,"19,6","44,5",11,1008
151033,LIMA,YAUYOS,VITIS,274,0,15,20,1770
160101,LORETO,MAYNAS,IQUITOS,163502,"6,7","10,6",20,1752
160102,LORETO,MAYNAS,ALTO NANAY,3277,"37,5","59,8",8,403
160103,LORETO,MAYNAS,FERNANDO LORES,14284,"41,2","57,2",7,384
160104,LORETO,MAYNAS,INDIANA,11717,"38,8","61,2",7,363
160105,LORETO,MAYNAS,LAS AMAZONAS,8546,"42,4","59,3",7,344
160106,LORETO,MAYNAS,MAZAN,14091,"40,2","62,4",7,326
160107,LORETO,MAYNAS,NAPO,17605,"39,5","56,9",8,416
160108,LORETO,MAYNAS,PUNCHANA,88908,"15,9","23,1",15,1445
160110,LORETO,MAYNAS,TORRES CAUSANA,5061,"38,8","57,1",8,430
160112,LORETO,MAYNAS,BELÉN,71005,"21,6","31,3",13,1201
160113,LORETO,MAYNAS,SAN JUAN BAUTISTA,152555,18,"24,4",14,1398
160201,LORETO,ALTO AMAZONAS,YURIMAGUAS,104052,"27,6","35,9",11,1031
160202,LORETO,ALTO AMAZONAS,BALSAPUERTO,17006,"44,3","62,5",6,249
160205,LORETO,ALTO AMAZONAS,JEBEROS,4658,"25,6","46,5",10,878
160206,LORETO,ALTO AMAZONAS,LAGUNAS,13684,"36,2","51,6",8,578
160210,LORETO,ALTO AMAZONAS,SANTA CRUZ,4273,"30,4","57,4",8,580
160211,LORETO,ALTO AMAZONAS,TENIENTE CESAR LOPEZ RO,6219,24,42,11,978
160301,LORETO,LORETO,NAUTA,33520,"33,4","49,9",9,651
160302,LORETO,LORETO,PARINARI,6276,"38,9","59,2",7,389
160303,LORETO,LORETO,TIGRE,7568,42,"59,7",7,342
160304,LORETO,LORETO,TROMPETEROS,10789,"28,7","44,9",10,842
160305,LORETO,LORETO,URARINAS,13751,35,"65,2",7,357
160401,LORETO,MARISCAL RAMON CA,RAMON CASTILLA,23811,"26,9",47,10,837
160402,LORETO,MARISCAL RAMON CA,PEBAS,12700,"41,4","58,2",7,367
160403,LORETO,MARISCAL RAMON CA,YAVARI,10041,"36,5","55,8",8,489
160404,LORETO,MARISCAL RAMON CA,SAN PABLO,12680,"42,1","55,3",7,401
160501,LORETO,REQUENA,REQUENA,28008,36,"50,4",9,599
160502,LORETO,REQUENA,ALTO TAPICHE,1631,"41,7","65,9",6,237
160503,LORETO,REQUENA,CAPELO,2417,"47,2",66,6,169
160504,LORETO,REQUENA,EMILIO SAN MARTÍN,6859,"42,7","65,8",6,219
160505,LORETO,REQUENA,MAQUIA,8669,"42,8","63,6",6,254
160506,LORETO,REQUENA,PUINAHUA,4617,"31,6","53,2",9,627
160507,LORETO,REQUENA,SAQUENA,3256,"44,9","60,4",7,273
160508,LORETO,REQUENA,SOPLIN,695,"34,8","61,6",8,417
